activity,x-axis,y-axis,z-axis
Jogging,3.72,19.57,-3.34
Jogging,12.37,-4.25,15.28
Jogging,0.76,10.34,1.8
Jogging,-17.97,5.94,-7.27
Jogging,-0.23,3.02,3.72
Jogging,-3.49,-0.11,-17.54
Jogging,-5.48,13.63,-2.34
Jogging,1.08,19.57,-2.87
Jogging,0.46,-3.64,1.08
Jogging,3.21,18.24,-5.43
Jogging,-2.75,18.92,-8.58
Jogging,3.53,-1.31,-1.46
Jogging,-1.61,2.68,-8.58
Jogging,8.08,-0.72,-0.88532263
Jogging,-16.55,18.2,-7.6273947
Jogging,4.48,2.26,-2.8330324
Jogging,-0.72,16.4,-4.9
Jogging,-16.74,-6.28,17.924377
Jogging,-10.15,6.59,0.23154591
Jogging,6.97,11.73,-2.98
Jogging,3.8273177,19.57244,-1.3075534
Jogging,3.6,4.71,-1.0760075
Jogging,7.668256,12.830367,3.990762
Jogging,0.42,6.93,2.56
Jogging,14.6,-5.43,6.97
Jogging,-1.08,-1.33,0.7218784
Jogging,-17.46,10.57,-11.141444
Jogging,-8.5,18.16,-0.7627395
Jogging,-18.66,-1.92,2.91
Jogging,-8.05,-0.08,-1.3756552
Jogging,-3.64,-0.42,-7.7772183
Jogging,5.48,1.46,3.568531
Jogging,-2.83,0.27,0.72
Jogging,-1.33,-0.3,-6.28
Jogging,-1.04,7.97,3.1054392
Jogging,1.57,2.53,0.23
Jogging,-3.38,7.89,19.11
Jogging,-2.07,-1.5,-2.91
Jogging,8.96,-1.04,2.83
Jogging,-8.27,2.68,-6.74
Jogging,-8.62,9.34,8.049625
Jogging,12.34,5.94,-1.04
Jogging,-12.45,-1.88,-4.3312707
Jogging,-17.92,17.77,-0.19068487
Jogging,-16.55,1.88,5.6
Jogging,11.795221,12.489859,-5.7477865
Jogging,-13.17,19.42,-8.62168
Jogging,-2.22,14.14,0.7218784
Jogging,-4.67,11.26,3.405087
Jogging,-12.15,16.89,-12.95
Jogging,-6.24,-6.85,-2.87
Jogging,-4.33,-5.75,-7.27
Jogging,11.96,-5.09,3.6
Jogging,-3.06,-10.76,-4.8216033
Jogging,-0.57,1.92,-0.84
Jogging,-0.46,1.54,-4.48
Jogging,-4.63,2.15,0.8
Jogging,-2.87,2.83,-2.07
Jogging,-1.46,3.72,6.2789803
Jogging,-1.38,10.31,5.134871
Jogging,18.96,2.15,0.7627395
Jogging,-14.1,-4.59,-0.15
Jogging,1.27,12.57,-8.19945
Jogging,-12.41,12.6,-9.15
Jogging,-2.75,9.47,-1.9477097
Jogging,-6.63,10.76,-1.76
Jogging,-3.26,8.58,10.27
Jogging,13.02,13.38,-4.9850473
Jogging,-3.3,15.17,1.607201
Jogging,-5.28,-19.04,-6.742072
Jogging,-3.79,-0.34,-3.336985
Jogging,-1.08,14.86,0.5720546
Jogging,-2.83,-6.55,-3.06
Jogging,-5.98,15.43,8.894087
Jogging,11.45,12.83,-3.49
Jogging,-1.69,19.53,-13.63
Jogging,4.56,15.21,-5.706926
Jogging,-1.14,-0.84,-2.1111538
Jogging,3.17,3.21,1.57
Jogging,-6.97,10.69,6.05
Jogging,-3.91,7.63,3.5957718
Jogging,3.17,13.33,5.52
Jogging,-0.34,-0.76,-11.92
Jogging,13.82,16.4,-2.2609777
Jogging,5.63,17.62,-3.64
Jogging,-1.23,-4.33,-1.57
Jogging,-7.78,3.57,2.3018389
Jogging,0.5,18.01,15.28203
Jogging,-2.26,-5.41,0.42223078
Jogging,5.43,9.28,-1.27
Jogging,-16.86,11.3,-0.72
Jogging,-0.76,7.06,-3.9090397
Jogging,-2.41,7.12,-7.7772183
Jogging,2.79,19.53,0.5720546
Jogging,6.51,-1.08,2.3
Jogging,-11.14,0.34,-1.76
Jogging,-5.24,11.88,-9.58
Jogging,-10.27,19.31,11.073342
Jogging,9.96,13.67,-2.0294318
Jogging,-2.87,-13.82,0.27
Jogging,18.92,14.48,-9.656827
Jogging,-19.23,-1.73,-1.23
Jogging,-19.04,15.28,-1.33
Jogging,9.49,14.06,2.22
Jogging,0.95,-0.99,-18.66
Jogging,-10.34,16.44,-1.0760075
Jogging,-1.31,-2.75,-4.21
Jogging,6.32,19.53,-0.08172209
Jogging,-1.42,19.57,-1.6480621
Jogging,-0.93,7.06,-2.53
Jogging,4.44,-1.65,-7.205164
Jogging,-0.34,-0.38,-1.14
Jogging,18.85,19.57,5.938472
Jogging,6.82,4.63,-19.08
Jogging,-6.32,-1.33,-1.5
Jogging,-5.09,3.57,-7.4639506
Jogging,1.57,5.37,-1.6889231
Jogging,-2.96,12.3,0.38
Jogging,6.89,-0.57,1.7297841
Jogging,-4.671779,11.604536,3.9499009
Jogging,6.66,0.0,2.6
Jogging,-7.97,18.81,2.4925237
Jogging,-14.75,-6.63,4.6
Jogging,-2.83,12.68,-5.9
Jogging,-17.5,-3.6,8.85
Jogging,16.55,19.57,-9.234595
Jogging,19.57,-0.69,1.61
Jogging,-0.5,-4.63,-9.152874
Jogging,-0.5,16.28,-2.4925237
Jogging,17.67,19.76,-0.84
Jogging,-4.52,15.28,3.36
Jogging,5.56,11.35,0.34
Jogging,-1.12,11.54,-1.08
Jogging,-3.11,10.42,-2.45
Jogging,-19.23,-1.69,6.32
Jogging,-14.79,4.18,-1.879608
Jogging,-19.23,5.24,-3.06
Jogging,-4.59,-8.43,0.31
Jogging,-8.43,10.04,-1.3075534
Jogging,-0.99,0.8,-0.42223078
Jogging,-17.86,3.68,-6.13
Jogging,-1.88,5.6,-1.7570249
Jogging,-5.33,18.01,-1.23
Jogging,3.53,1.54,-14.71
Jogging,3.98,-15.05,3.91
Jogging,4.06,10.19,-3.0645783
Jogging,-4.82,-3.11,10.5
Jogging,-0.76,-17.69,-9.08
Jogging,9.92,1.8,5.67
Jogging,-2.34,7.25,9.425281
Jogging,18.01,15.43,-4.7126403
Jogging,2.26,17.27,10.08
Jogging,-4.06,-0.8,3.87
Jogging,5.13,17.39,2.1792557
Jogging,-1.88,7.89,-3.759216
Jogging,8.77,16.89,9.49
Jogging,-6.55,8.96,0.76
Jogging,-9.47,0.84,3.41
Jogging,-4.18,2.91,2.87
Jogging,-4.06,1.73,-0.84
Jogging,-19.53,18.62,-1.1441092
Jogging,-19.23,14.41,5.09
Jogging,-11.92,6.05,4.02
Jogging,0.11,10.92,-2.03
Jogging,19.57,3.06,4.6
Jogging,-0.46,6.24,-1.65
Jogging,-12.34,-1.92,6.74
Jogging,-3.15,8.39,7.668256
Jogging,5.86,16.63,0.91
Jogging,-4.9,-4.37,-2.79
Jogging,-19.61,6.7,-8.92
Jogging,-5.67,-5.24,0.15
Jogging,-4.29,18.77,5.56
Jogging,-5.82,-10.38,-0.38
Jogging,-4.9,-19.11,1.27
Jogging,9.08,12.07,-4.63
Jogging,17.01,19.53,-10.0
Jogging,-2.72,15.66,0.8036005
Jogging,3.98,17.62,1.95
Jogging,1.04,-4.18,1.69
Jogging,-6.09,3.02,8.349273
Jogging,8.28,-1.31,-1.7978859
Jogging,14.21,-4.75,11.41
Jogging,-0.99,1.38,-9.23
Jogging,0.76,0.08,-0.61
Jogging,7.21,0.72,-1.08
Jogging,-2.2201166,11.645397,2.2609777
Jogging,2.26,-4.4,-6.09
Jogging,1.38,19.57,-6.93
Jogging,-2.49,11.22,-6.5513873
Jogging,-19.23,-9.62,-5.98
Jogging,-11.84,-2.41,6.74
Jogging,11.99,10.12,-11.26
Jogging,-6.28,-1.23,8.66
Jogging,-16.74,1.31,-0.23
Jogging,-8.47,7.27,-4.99
Jogging,17.58,17.2,0.50395286
Jogging,-14.71,-1.14,-15.85
Jogging,9.47,11.88,3.568531
Jogging,-19.23,19.38,-4.1
Jogging,1.04,13.4,-6.428804
Jogging,4.52,10.08,0.65
Jogging,17.73,8.77,6.0474343
Jogging,10.65,-5.01,4.99
Jogging,-19.61,1.99,-6.93
Jogging,-12.15,19.31,4.99
Jogging,3.02,-0.57,4.56
Jogging,0.08,-3.87,-0.89
Jogging,6.17,8.16,3.336985
Jogging,-0.69,-2.72,2.14
Jogging,0.0,4.02,-0.89
Jogging,3.87,3.45,-13.72
Jogging,-1.31,-6.7,-2.34
Jogging,3.76,-1.95,3.173541
Jogging,-3.72,16.59,2.4516625
Jogging,-12.18,2.64,5.63
Jogging,-6.47,7.08,2.15
Jogging,3.06,6.44,1.1849703
Jogging,19.19,12.87,-9.85
Jogging,-1.5,-1.99,-6.55
Jogging,-11.73,2.18,5.37
Jogging,6.93,-14.18,-10.27
Jogging,-1.84,17.39,-7.59
Jogging,-1.08,-4.56,1.95
Jogging,6.47,14.1,2.7649305
Jogging,-1.73,4.56,-0.95
Jogging,5.28,-6.66,-7.504812
Jogging,-4.67,6.21,7.4639506
Jogging,-0.11,-1.46,-0.61
Jogging,13.06,10.57,3.255263
Jogging,-19.3,18.35,0.040861044
Jogging,0.23,-4.06,6.13
Jogging,1.18,-2.18,2.3
Jogging,8.35,15.02,-7.59
Jogging,9.19,13.1,-1.69
Jogging,19.57,19.53,-2.3018389
Jogging,2.98,-6.09,-2.3426998
Jogging,18.05,4.99,4.671779
Jogging,7.63,6.4,2.49
Jogging,15.98,17.77,-6.32
Jogging,0.53,-2.18,3.02
Jogging,5.938472,19.504337,4.630918
Jogging,-1.65,-5.6,-15.173067
Jogging,-0.19,-1.65,-1.18
Jogging,6.21,17.67,0.42
Jogging,-7.16,0.89,-10.228881
Jogging,7.55,1.57,-5.94
Jogging,-7.12,-6.36,-9.62
Jogging,0.89,1.57,8.19945
Jogging,-6.17,2.49,-2.07
Jogging,4.94,-3.64,5.05
Jogging,-19.08,2.15,-2.64
Jogging,18.96,5.13,10.269742
Jogging,2.91,-4.82,-0.88532263
Jogging,0.08,-4.33,8.12
Jogging,-0.91,-3.79,0.61
Jogging,-1.65,-3.21,2.3018389
Jogging,-18.89,20.04,8.16
Jogging,-0.91,6.66,4.1
Jogging,1.18,18.43,-4.7943625
Jogging,13.06,14.41,-4.0588636
Jogging,-1.18,-1.95,-2.6014864
Jogging,1.08,14.29,9.084772
Jogging,-1.42,-12.79,-14.369467
Jogging,-7.7,-19.53,0.89
Jogging,-7.21,0.11,-1.08
Jogging,-8.77,18.77,-0.61291564
Jogging,-8.16,6.85,-5.86
Jogging,3.83,10.04,1.42
Jogging,-0.46,8.89,3.0237172
Jogging,5.175732,14.601013,0.84446156
Jogging,-6.28,14.71,1.0760075
Jogging,9.23,15.36,-0.3
Jogging,-15.32,-5.67,-12.03
Jogging,3.21,14.25,1.76
Jogging,7.31,12.6,-3.15
Jogging,-6.24,4.79,3.5276701
Jogging,1.46,18.96,2.76
Jogging,-13.48,12.95,6.510526
Jogging,-1.65,-6.55,-2.83
Jogging,-0.15,0.8,-7.93
Jogging,0.69,-8.01,6.93
Jogging,5.9,0.8,-2.6
Jogging,-8.43,-11.11,-1.38
Jogging,-1.88,0.04,0.95
Jogging,13.48,-2.79,3.3778462
Jogging,-6.47,-18.54,-8.158588
Jogging,0.19,19.53,-9.58
Jogging,-12.68,1.57,-0.65
Jogging,-1.53,10.69,1.23
Jogging,-18.89,12.79,-0.19
Jogging,-1.5,-1.92,2.49
Jogging,0.57,-18.54,1.31
Jogging,18.47,16.66,-3.91
Jogging,-16.97,17.58,-3.68
Jogging,6.59,2.18,5.33
Jogging,-3.79,6.28,7.16
Jogging,-9.43,-0.91,1.23
Jogging,-18.77,2.22,15.79
Jogging,-2.11,8.89,4.48
Jogging,0.15,1.12,4.37
Jogging,8.35,16.4,7.86
Jogging,7.01,4.37,0.6537767
Jogging,2.11,1.5,4.9850473
Jogging,-1.38,1.61,-1.99
Jogging,-8.66,8.01,-0.3
Jogging,-1.18,-10.0,-6.17
Jogging,1.99,6.78,5.6
Jogging,2.64,19.57,-9.34
Jogging,19.57,19.57,-6.469665
Jogging,-0.57,-1.42,-0.46309182
Jogging,3.79,-7.93,0.08172209
Jogging,1.76,-12.11,-12.26
Jogging,3.6,6.28,-0.8
Jogging,4.4,-0.3,-1.76
Jogging,-6.47,0.08,3.34
Jogging,5.9,0.95,-5.22
Jogging,-6.97,-3.6,-0.61
Jogging,10.99,19.57,-8.853226
Jogging,19.19,15.43,-5.366417
Jogging,-0.8,19.42,6.66
Jogging,-0.15,-9.72,-10.56939
Jogging,-4.18,4.67,-5.22
Jogging,-1.12,-9.89,-1.99
Jogging,14.6,11.56,-7.504812
Jogging,-12.68,-3.79,-1.18
Jogging,8.77,9.81,-3.5957718
Jogging,2.26,2.45,-0.040861044
Jogging,10.42,5.22,3.6774938
Jogging,2.45,14.6,12.340035
Jogging,-3.53,-2.41,0.040861044
Jogging,-15.24,-10.76,-8.24
Jogging,-14.98,-8.69,-7.74
Jogging,9.58,-2.68,-0.46309182
Jogging,9.47,6.36,2.45
Jogging,-16.32,2.49,3.91
Jogging,2.45,8.92,-0.46309182
Jogging,-0.15,2.53,-0.99
Jogging,-0.76,19.72,5.43
Jogging,15.89,5.56,8.89
Jogging,-1.8,13.02,-0.0
Jogging,0.72,6.36,0.6946377
Jogging,-3.64,2.41,4.399372
Jogging,-19.23,-0.27,3.26
Jogging,-0.89,12.45,0.61
Jogging,-10.84,-0.19,2.07
Jogging,-1.57,-2.91,-6.17
Jogging,-6.24,1.42,7.31
Jogging,2.96,-2.07,-3.445948
Jogging,2.26,3.41,-1.57
Jogging,-3.06,-1.8,-3.759216
Jogging,4.06,-4.94,-6.1291566
Jogging,8.05,8.5,-4.33
Jogging,-2.75,19.57,-13.21
Jogging,-4.21,18.47,16.25
Jogging,1.84,12.76,7.44
Jogging,2.3,13.25,3.21
Jogging,11.563675,19.340895,0.14982383
Jogging,-2.91,14.48,-1.76
Jogging,-1.73,-10.0,3.87
Jogging,2.6,-12.41,1.33
Jogging,-4.71,4.29,3.34
Jogging,-7.86,17.5,-0.34
Jogging,-5.94,9.3,0.50395286
Jogging,-11.18,1.95,7.55
Jogging,9.77,5.71,-3.83
Jogging,-6.17,18.43,3.64
Jogging,-0.72,1.8,-0.99
Jogging,-0.61,-3.3,-0.0
Jogging,-6.47,4.86,1.23
Jogging,2.6,-0.46,0.10896278
Jogging,-16.59,13.82,1.5390993
Jogging,-15.83,-11.07,1.57
Jogging,12.64,3.49,7.4639506
Jogging,-13.57,6.51,11.69
Jogging,-19.15,11.69,7.12
Jogging,1.5,2.79,5.2
Jogging,18.5,7.74,14.246883
Jogging,-2.14,3.21,0.14982383
Jogging,-19.23,-5.43,-0.11
Jogging,-12.95,17.88,4.44
Jogging,-6.32,0.93,-0.57
Jogging,3.64,0.15,1.27
Jogging,-10.61,14.21,-4.1
Jogging,0.27,-0.61,1.8
Jogging,1.92,2.87,-0.61
Jogging,-9.04,-3.15,-5.01
Jogging,7.01,14.48,-3.9090397
Jogging,7.82,13.91,3.759216
Jogging,3.34,5.05,-3.718355
Jogging,17.12,12.11,0.95342433
Jogging,17.27,16.89,-8.01
Jogging,-12.3,9.15,11.54
Jogging,1.33,4.67,-0.23154591
Jogging,12.98,11.14,-3.0645783
Jogging,-0.72,5.24,-0.42
Jogging,-11.95,18.96,1.0351465
Jogging,19.65,-6.47,6.93
Jogging,-3.49,2.64,3.6
Jogging,-3.36,19.15,-10.147159
Jogging,19.5,13.14,-5.243834
Jogging,-5.56,7.55,2.070293
Jogging,-0.65,0.04,-3.405087
Jogging,2.96,-1.04,-0.84
Jogging,2.3,20.04,-11.73
Jogging,-4.9,8.81,3.87
Jogging,-1.92,1.84,4.372132
Jogging,-16.86,-4.06,-0.76
Jogging,3.41,-4.63,-7.93
Jogging,-3.41,-3.53,-1.27
Jogging,8.08,16.74,4.7943625
Jogging,2.87,5.09,-1.7978859
Jogging,-6.17,16.93,14.137921
Jogging,-2.34,2.64,1.12
Jogging,19.57,5.6,6.5513873
Jogging,4.67,15.85,4.4
Jogging,2.83,14.25,9.112013
Jogging,-19.27,18.96,-2.37
Jogging,5.71,-0.15,2.4108016
Jogging,17.86,2.87,3.445948
Jogging,-2.41,5.75,1.56634
Jogging,0.46,-19.61,-3.83
Jogging,-17.88,7.82,9.04
Jogging,0.3,13.38,13.44
Jogging,8.89,1.73,-0.23
Jogging,0.38,-4.59,-1.31
Jogging,-1.65,-2.11,-1.8
Jogging,0.84,16.32,-10.800936
Jogging,11.3,-0.08,3.9499009
Jogging,1.57,19.57,-0.76
Jogging,6.93,17.43,-3.173541
Jogging,-2.68,1.42,0.14982383
Jogging,9.58,0.53,-6.24
Jogging,-4.14,2.53,-5.243834
Jogging,-6.82,15.36,-5.243834
Jogging,-1.88,12.22,-3.34
Jogging,1.8,13.63,2.07
Jogging,-2.91,0.5,2.07
Jogging,-6.47,18.85,-7.5865335
Jogging,-6.78,-8.58,-13.4
Jogging,10.08,13.38,-0.040861044
Jogging,-8.5,8.89,-4.33
Jogging,-6.55,5.22,-2.3699405
Jogging,12.87,3.53,3.57
Jogging,-8.35,19.57,4.0180025
Jogging,-14.48,19.5,-5.09401
Jogging,-19.61,-4.99,-15.51
Jogging,14.44,-0.5,0.53119355
Jogging,2.45,2.56,4.9
Jogging,1.8,11.26,0.95342433
Jogging,-1.38,-1.61,3.06
Jogging,4.82,19.57,-8.19945
Jogging,6.24,5.67,3.173541
Jogging,4.18,-14.25,-11.88
Jogging,11.35,9.08,-3.87
Jogging,-8.35,-0.8,6.89
Jogging,-19.34,-17.2,-11.9450445
Jogging,9.28,15.64,-5.71
Jogging,-19.0,0.95,-3.21
Jogging,19.57,19.08,-5.71
Jogging,17.67,9.23,-0.65
Jogging,-3.91,11.96,-2.5606253
Jogging,-0.8,11.07,3.336985
Jogging,0.04,7.16,-11.264028
Jogging,16.7,19.57,11.032481
Jogging,-4.37,-14.4,-7.25
Jogging,-19.42,3.99,14.41
Jogging,-19.61,-19.57,2.7240696
Jogging,-3.45,5.63,-2.0294318
Jogging,-2.53,6.74,5.175732
Jogging,-10.53,2.76,-2.14
Jogging,-10.08,13.67,2.070293
Jogging,-4.99,19.57,-1.04
Jogging,4.1,6.4,2.152015
Jogging,7.06,1.42,0.040861044
Jogging,-2.45,-1.61,-3.5276701
Jogging,-1.04,4.86,-2.83
Jogging,-19.61,10.57,-3.95
Jogging,-18.85,3.72,-0.84
Jogging,8.39,1.08,-1.7978859
Jogging,-7.01,4.02,-5.13
Jogging,-3.214402,19.57244,4.671779
Jogging,-4.63,5.63,-6.469665
Jogging,-1.08,14.33,-0.08172209
Jogging,19.57,19.57,-4.2904096
Jogging,5.98,15.47,-2.3426998
Jogging,4.75,0.04,4.0180025
Jogging,19.95,11.5,-7.63
Jogging,-0.5,2.76,-0.95
Jogging,5.18,5.56,6.4015636
Jogging,-5.05,-7.74,-4.099725
Jogging,3.98,5.56,-3.72
Jogging,-17.86,6.05,-6.89
Jogging,-2.34,0.76,-2.64
Jogging,-1.57,-14.21,-4.9
Jogging,17.12,1.99,-5.6660647
Jogging,1.31,-5.41,-9.193735
Jogging,-3.76,-6.74,11.18
Jogging,6.21,3.34,-1.08
Jogging,-1.7570249,-6.0201936,1.2258313
Jogging,-12.68,2.56,12.18
Jogging,2.18,14.06,-1.0351465
Jogging,17.27,-4.82,5.28
Jogging,0.27,7.08,0.95
Jogging,19.57,19.57,-1.4573772
Jogging,-13.99,14.33,-7.504812
Jogging,-6.66,-17.82,-12.87
Jogging,-6.74,11.73,-0.53119355
Jogging,0.72,19.57,-9.58
Jogging,-2.96,0.5,-4.7126403
Jogging,7.21,1.54,-1.4573772
Jogging,1.42,-1.73,-5.8158884
Jogging,-19.57,3.76,1.08
Jogging,-11.41,-15.55,14.44
Jogging,19.95,-9.08,3.26
Jogging,-10.15,9.11,-1.6480621
Jogging,-5.86,-7.25,-4.14
Jogging,-7.16,13.91,0.8036005
Jogging,-2.37,-2.79,-7.3549876
Jogging,-0.42,0.46,-0.19068487
Jogging,19.91,19.76,-1.46
Jogging,-4.67,10.73,7.6273947
Jogging,4.94,17.12,-0.93
Jogging,0.11,-4.56,9.53
Jogging,-13.29,19.42,-7.082581
Jogging,0.65,-5.63,5.41
Jogging,-12.49,-0.38,-2.45
Jogging,-9.81,1.54,-2.34
Jogging,8.66,9.92,-4.5900574
Jogging,-6.21,-5.33,-12.76
Jogging,13.4,10.88,0.27240697
Jogging,-5.012288,19.422615,8.580819
Jogging,9.43,17.82,9.80665
Jogging,19.57,4.56,-1.6480621
Jogging,-19.23,-7.35,-6.44
Jogging,2.07,12.76,-0.8
Jogging,5.56,19.57,1.3075534
Jogging,17.86,8.47,-7.7
Jogging,-4.52,5.48,-7.8861814
Jogging,6.21,4.37,1.84
Jogging,1.46,6.21,-1.6889231
Jogging,-2.64,-4.25,0.6537767
Jogging,-13.38,-7.21,-1.4573772
Jogging,3.98,5.9,0.84
Jogging,-1.65,7.21,3.26
Jogging,-4.44,16.55,-2.4516625
Jogging,10.84,7.5,-1.879608
Jogging,4.37,4.06,8.69
Jogging,19.95,1.99,0.99
Jogging,-5.24,19.57,0.313268
Jogging,-5.41,-8.35,-3.3
Jogging,4.14,3.72,-2.91
Jogging,1.46,-2.11,-5.48
Jogging,-18.89,10.53,-4.25
Jogging,10.88,1.23,4.06
Jogging,3.91,19.53,-0.69
Jogging,10.84,0.72,-1.92
Jogging,1.65,5.22,8.85
Jogging,13.91,19.11,-1.76
Jogging,7.4,18.77,-2.76
Jogging,-13.99,-6.43,-2.18
Jogging,0.65,-6.51,-1.23
Jogging,1.99,5.94,-2.982856
Jogging,-3.72,9.51,1.76
Jogging,-10.19,12.41,12.91
Jogging,2.34,14.86,5.9793324
Jogging,1.8,19.53,-3.91
Jogging,0.65,5.79,1.8387469
Jogging,2.87,-4.4,-9.847511
Jogging,16.86,16.47,9.043911
Jogging,18.5,19.34,4.9850473
Jogging,10.269742,19.531578,1.1441092
Jogging,5.75,5.24,1.61
Jogging,-0.69,-4.86,-2.53
Jogging,-5.2,-0.5,-0.72
Jogging,8.85,9.08,3.8273177
Jogging,14.86,11.18,1.04
Jogging,-4.75,4.63,3.759216
Jogging,10.15,19.57,5.7477865
Jogging,-10.04,13.02,10.46
Jogging,-12.18,6.66,-7.3549876
Jogging,14.71,11.26,-3.6
Jogging,3.83,11.18,7.35
Jogging,18.39,-2.53,16.82
Jogging,3.3,-19.11,0.3
Jogging,13.95,6.4,6.93
Jogging,-18.54,-7.01,1.5
Jogging,-7.78,5.22,-5.43
Jogging,6.78,7.06,-0.38
Jogging,-10.5,14.44,-2.41
Jogging,-1.84,-19.11,-4.2904096
Jogging,4.82,-4.56,-5.5571017
Jogging,-15.28,4.21,14.67
Jogging,19.57,18.05,0.313268
Jogging,-6.32,17.35,3.95
Jogging,-9.08,18.5,-1.920469
Jogging,-19.23,1.12,7.25
Jogging,-2.68,-5.48,7.06
Jogging,2.22,-4.99,-1.23
Jogging,-6.32,-8.16,-9.23
Jogging,-10.69,13.38,0.08172209
Jogging,-4.21,-2.03,-4.5219555
Jogging,11.92,-1.38,4.86
Jogging,9.43,19.42,1.4982382
Jogging,1.08,-1.31,-2.8330324
Jogging,5.01,-0.23,3.5957718
Jogging,-6.02,18.58,-1.4165162
Jogging,-2.37,-8.01,-4.99
Jogging,-0.61,-11.3,-11.41
Jogging,4.29,19.5,-4.5628166
Jogging,9.3,-4.29,-4.7943625
Jogging,-4.59,3.68,4.44
Jogging,0.42,2.53,-7.205164
Jogging,14.94,-4.59,-3.17
Jogging,-19.57,-9.28,2.6
Jogging,-19.61,19.53,-6.8237944
Jogging,2.6,5.52,-12.49
Jogging,13.8,-4.18,14.25
Jogging,-2.79,17.54,1.8
Jogging,2.26,-15.51,-5.33
Jogging,2.96,0.19,3.6774938
Jogging,2.6,19.57,-2.3
Jogging,1.57,4.1,-0.08
Jogging,-4.06,1.04,1.1168685
Jogging,-2.4516625,19.57244,-0.53119355
Jogging,-11.8,-10.95,-3.6
Jogging,5.43,6.21,-3.405087
Jogging,-5.67,7.5,-0.23
Jogging,-19.23,-3.3,2.56
Jogging,4.33,11.84,0.95
Jogging,-2.41,-0.11,-1.92
Jogging,-10.65,9.3,-1.56634
Jogging,1.57,12.22,1.7570249
Jogging,-19.57,19.57,-1.0760075
Jogging,-16.13,13.53,-0.34
Jogging,2.64,-1.31,-0.53
Jogging,18.43,3.79,8.62168
Jogging,5.05,8.69,-1.12
Jogging,2.64,8.89,3.91
Jogging,-7.44,-1.12,-7.35
Jogging,6.51,15.24,6.5513873
Jogging,1.5,1.65,-3.02
Jogging,0.99,7.93,-8.16
Jogging,8.049625,14.519291,2.982856
Jogging,-13.33,-6.13,-6.32
Jogging,3.99,6.55,1.3756552
Jogging,0.72,7.93,5.43
Jogging,1.23,1.08,-0.19068487
Jogging,-19.61,19.57,-8.662541
